Wall time,Step,Value
1775439574.3153768,3481,2234.0
1775439639.5991921,3482,2304.0
1775439719.8895693,3483,2506.0
1775439774.1645112,3484,1899.0
1775439835.590434,3485,2140.0
1775439904.9512923,3486,2291.0
1775439963.46484,3487,2044.0
1775440029.066907,3488,2318.0
1775440076.4398947,3489,1747.0
1775440139.8276439,3490,2073.0
1775440194.5602305,3491,1915.0
1775440262.2980378,3492,2333.0
1775440324.4265323,3493,2195.0
1775440390.3464491,3494,2238.0
1775440445.9315746,3495,1932.0
1775440502.259494,3496,2016.0
1775440565.747962,3497,2170.0
1775440619.3683105,3498,1895.0
1775440676.4793391,3499,1980.0
1775440737.4653666,3500,2052.0
1775440795.244307,3501,1997.0
1775440862.309632,3502,2290.0
1775440924.9338133,3503,2151.0
1775440983.7066572,3504,2149.0
1775441038.7308571,3505,1981.0
1775441081.1023014,3506,1581.0
1775441148.9561036,3507,2307.0
1775441201.0883067,3508,1899.0
1775441263.4774673,3509,2209.0
1775441322.7030075,3510,2151.0
1775441371.95288,3511,1770.0
1775441432.220965,3512,2148.0
1775441490.2447994,3513,1998.0
1775441537.8054898,3514,1659.0
1775441578.3861597,3515,1496.0
1775441641.831623,3516,2177.0
1775441679.0012798,3517,1339.0
1775441746.479532,3518,2359.0
1775441795.281978,3519,1727.0
1775441862.840437,3520,2271.0
1775441921.3876336,3521,1979.0
1775441978.0087948,3522,1968.0
1775442042.6735651,3523,2223.0
1775442108.7102106,3524,2232.0
1775442170.6743903,3525,2173.0
1775442227.9925547,3526,2031.0
1775442287.7109904,3527,2065.0
1775442350.0808656,3528,2164.0
1775442401.1099966,3529,1793.0
1775442444.797208,3530,1594.0
1775442493.8815506,3531,1761.0
1775442561.7040856,3532,2285.0
1775442610.105984,3533,1762.0
1775442681.5962474,3534,2440.0
1775442744.4912019,3535,2198.0
1775442784.403891,3536,1469.0
1775442839.0327945,3537,1981.0
1775442883.6391776,3538,1674.0
1775442923.5476983,3539,1564.0
1775442966.7465606,3540,1642.0
1775443011.8155231,3541,1686.0
1775443058.5140278,3542,1775.0
1775443106.8722525,3543,1807.0
1775443165.0241578,3544,2082.0
1775443212.3425856,3545,1791.0
1775443257.8968706,3546,1702.0
1775443304.995345,3547,1721.0
1775443356.851073,3548,1939.0
1775443399.8165934,3549,1597.0
1775443437.1539836,3550,1449.0
1775443487.2153757,3551,1813.0
1775443530.0749907,3552,1536.0
1775443586.6202533,3553,2002.0
1775443631.389536,3554,1607.0
1775443672.3269458,3555,1548.0
1775443718.84397,3556,1712.0
1775443761.8413358,3557,1702.0
1775443812.3326883,3558,1815.0
1775443865.1002984,3559,1964.0
1775443926.2536335,3560,2144.0
1775443977.7348454,3561,1823.0
1775444020.571319,3562,1671.0
1775444072.02915,3563,1844.0
1775444137.7815874,3564,2290.0
1775444182.3212545,3565,1702.0
1775444250.8891895,3566,2404.0
1775444292.0003119,3567,1535.0
1775444343.5685182,3568,1883.0
1775444400.9289882,3569,2077.0
1775444465.7501454,3570,2292.0
1775444510.6116796,3571,1682.0
1775444561.1694567,3572,1868.0
1775444602.7362232,3573,1580.0
1775444655.2920413,3574,1943.0
1775444710.4817355,3575,2056.0
1775444765.5502324,3576,1940.0
1775444815.8911219,3577,1870.0
1775444881.6004372,3578,2320.0
1775444943.4939363,3579,2156.0
1775444996.6229608,3580,1986.0
1775445042.3040962,3581,1684.0
1775445089.9478703,3582,1827.0
1775445115.9361546,3583,993.0
1775445167.131447,3584,1841.0
1775445216.2838242,3585,1828.0
1775445272.7536914,3586,1957.0
1775445324.8820417,3587,1981.0
1775445357.3864186,3588,1224.0
